('2006-9-11', 34.00, 'Botteghino', 'D', 2, 13, 1),
('2011-3-5', 40.00, 'Botteghino', 'F', 8, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'C', 4, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'E', 6, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'A', 7, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'F', 3, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'A', 6, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'A', 5, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'B', 4, 7, 148),
('2011-3-5', 40.00, 'Botteghino', 'C', 7, 7, 148),
('2014-5-25', 36.00, 'Botteghino', 'E', 6, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'D', 3, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'F', 2, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'E', 6, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'A', 3, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'C', 1, 6, 149),
('2014-5-25', 36.00, 'Online', 'A', 8, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'A', 6, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'C', 9, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'C', 1, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'E', 7, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'C', 7, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'F', 8, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'D', 3, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'B', 3, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'D', 1, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'B', 8, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'A', 2, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'F', 2, 6, 149),
('2014-5-25', 36.00, 'Botteghino', 'E', 6, 6, 149),
('2004-1-2', 42.00, 'Online', 'F', 7, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'F', 2, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'F', 7, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'B', 3, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'B', 7, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'D', 1, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'F', 5, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'F', 8, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'E', 1, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'C', 4, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'B', 8, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'A', 7, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'B', 2, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'A', 4, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'A', 9, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'B', 7, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'A', 1, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'B', 6, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'B', 8, 12, 150),
('2004-1-2', 42.00, 'Botteghino', 'F', 7, 12, 150),
('2004-12-5', 33.00, 'Botteghino', 'D', 3, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'D', 2, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'D', 5, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'B', 2, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'C', 1, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'C', 7, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'A', 4, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'F', 9, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'E', 5, 5, 151),
('2004-12-5', 33.00, 'Prenotato', 'C', 4, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'E', 3, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'C', 5, 5, 151),
('2004-12-5', 33.00, 'Prenotato', 'F', 9, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'E', 2, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'B', 9, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'E', 9, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'F', 2, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'C', 4, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'E', 9, 5, 151),
('2004-12-5', 33.00, 'Botteghino', 'F', 2, 5, 151),
('2006-8-23', 39.00, 'Botteghino', 'D', 1, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'F', 7, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'F', 2, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'E', 3, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'D', 6, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'A', 5, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'B', 8, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'C', 2, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'B', 4, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'B', 2, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'A', 6, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'F', 9, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'D', 2, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'E', 1, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'F', 1, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'A', 3, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'D', 4, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'F', 4, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'E', 7, 11, 152),
('2006-8-23', 39.00, 'Botteghino', 'A', 6, 11, 152),
('2016-9-20', 40.00, 'Botteghino', 'F', 4, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'B', 4, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'A', 3, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'E', 5, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'B', 6, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'F', 9, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'D', 6, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'B', 3, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'C', 9, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'C', 5, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'D', 2, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'E', 3, 8, 153),
('2016-9-20', 40.00, 'Online', 'C', 5, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'C', 2, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'C', 7, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'B', 4, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'C', 8, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'B', 8, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'D', 7, 8, 153),
('2016-9-20', 40.00, 'Botteghino', 'E', 2, 8, 153),
('2009-1-16', 50.00, 'Botteghino', 'F', 3, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'A', 1, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'B', 3, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'C', 6, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'D', 9, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'B', 9, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'E', 1, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'B', 8, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'B', 1, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'F', 1, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'F', 6, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'C', 2, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'E', 3, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'A', 8, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'B', 9, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'C', 1, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'B', 7, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'B', 3, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'F', 1, 6, 154),
('2009-1-16', 50.00, 'Botteghino', 'D', 8, 6, 154),
('2022-10-29', 50.00, 'Botteghino', 'B', 2, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'A', 6, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'D', 9, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'E', 1, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'E', 1, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'B', 7, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'C', 4, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'E', 1, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'F', 1, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'D', 3, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'D', 7, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'B', 5, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'A', 5, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'A', 4, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'B', 6, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'C', 2, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'C', 5, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'D', 4, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'E', 3, 14, 155),
('2022-10-29', 50.00, 'Botteghino', 'D', 1, 14, 155),
('2021-5-11', 31.00, 'Botteghino', 'D', 3, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'E', 8, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'C', 1, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'D', 9, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'C', 2, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'F', 2, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'B', 3, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'D', 5, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'B', 1, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'B', 3, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'D', 7, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'F', 6, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'D', 8, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'D', 9, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'B', 5, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'C', 2, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'B', 1, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'D', 1, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'B', 6, 15, 156),
('2021-5-11', 31.00, 'Botteghino', 'C', 5, 15, 156),
('2018-2-19', 41.00, 'Botteghino', 'C', 2, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'D', 1, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'F', 3, 13, 157),
('2018-2-19', 41.00, 'Online', 'B', 2, 13, 157),
('2018-2-19', 41.00, 'Online', 'C', 1, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'A', 6, 13, 157),
('2018-2-19', 41.00, 'Online', 'F', 8, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'F', 1, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'B', 3, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'D', 5, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'B', 2, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'A', 5, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'E', 7, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'E', 5, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'B', 1, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'B', 6, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'E', 2, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'D', 8, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'F', 9, 13, 157),
('2018-2-19', 41.00, 'Botteghino', 'E', 8, 13, 157),
('2011-1-12', 47.00, 'Botteghino', 'A', 7, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'F', 8, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'A', 9, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'E', 7, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'F', 9, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'E', 4, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'B', 8, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'A', 5, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'A', 5, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'E', 8, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'A', 6, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'F', 8, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'F', 7, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'E', 2, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'A', 5, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'A', 9, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'E', 9, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'B', 6, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'F', 5, 6, 158),
('2011-1-12', 47.00, 'Botteghino', 'A', 6, 6, 158),
('2010-11-6', 49.00, 'Botteghino', 'A', 2, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'C', 3, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'D', 8, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'D', 5, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'F', 2, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'A', 6, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'D', 1, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'C', 4, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'C', 2, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'F', 9, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'A', 6, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'E', 4, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'D', 1, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'E', 5, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'D', 5, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'B', 9, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'E', 7, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'C', 4, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'E', 6, 13, 159),
('2010-11-6', 49.00, 'Botteghino', 'B', 4, 13, 159),
('2021-7-30', 33.00, 'Botteghino', 'F', 7, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'A', 6, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'D', 4, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'A', 8, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'A', 2, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'B', 7, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'B', 3, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'B', 7, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'A', 5, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'D', 7, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'F', 6, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'B', 8, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'C', 5, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'D', 8, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'C', 6, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'C', 8, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'E', 7, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'F', 6, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'F', 3, 2, 160),
('2021-7-30', 33.00, 'Botteghino', 'D', 9, 2, 160),
('2011-9-13', 44.00, 'Botteghino', 'A', 7, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'B', 3, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'C', 9, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'C', 5, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'A', 9, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'F', 6, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'E', 8, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'A', 8, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'B', 4, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'F', 5, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'D', 3, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'F', 8, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'E', 7, 13, 161),
('2011-9-13', 44.00, 'Prenotato', 'A', 9, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'C', 5, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'A', 1, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'C', 8, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'A', 4, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'C', 6, 13, 161),
('2011-9-13', 44.00, 'Botteghino', 'F', 8, 13, 161),
('2016-4-23', 44.00, 'Botteghino', 'C', 3, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'C', 7, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'F', 9, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'D', 7, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'F', 4, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'A', 7, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'C', 3, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'B', 1, 5, 162),
('2016-4-23', 44.00, 'Online', 'B', 8, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'E', 1, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'E', 3, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'A', 7, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'D', 5, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'A', 2, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'A', 5, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'E', 3, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'A', 3, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'F', 2, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'E', 9, 5, 162),
('2016-4-23', 44.00, 'Botteghino', 'E', 2, 5, 162),
('2007-3-16', 35.00, 'Botteghino', 'A', 6, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'B', 2, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'E', 1, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'B', 9, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'D', 7, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'B', 3, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'C', 7, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'A', 1, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'D', 5, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'E', 4, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'A', 5, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'F', 7, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'A', 5, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'B', 3, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'E', 2, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'A', 1, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'B', 7, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'D', 8, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'F', 6, 15, 163),
('2007-3-16', 35.00, 'Botteghino', 'F', 2, 15, 163),
('2007-2-24', 40.00, 'Botteghino', 'F', 2, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'F', 2, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'D', 3, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'E', 2, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'F', 8, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'C', 6, 12, 164),
('2007-2-24', 40.00, 'Online', 'C', 9, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'D', 4, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'D', 5, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'A', 1, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'F', 2, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'C', 4, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'A', 4, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'C', 5, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'F', 2, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'B', 7, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'B', 5, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'E', 3, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'C', 9, 12, 164),
('2007-2-24', 40.00, 'Botteghino', 'D', 1, 12, 164),
('2015-8-23', 43.00, 'Botteghino', 'C', 1, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'D', 4, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'E', 6, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'D', 6, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'C', 6, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'E', 8, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'C', 4, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'F', 9, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'A', 4, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'C', 5, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'D', 7, 4, 165),
('2015-8-23', 43.00, 'Prenotato', 'F', 2, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'B', 6, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'E', 2, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'A', 7, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'C', 4, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'E', 5, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'E', 2, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'C', 5, 4, 165),
('2015-8-23', 43.00, 'Botteghino', 'E', 9, 4, 165),
('2007-7-30', 31.00, 'Botteghino', 'B', 7, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'F', 5, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'D', 8, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'E', 5, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'F', 8, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'D', 5, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'F', 1, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'F', 6, 15, 166),
('2007-7-30', 31.00, 'Prenotato', 'D', 3, 15, 166),
('2007-7-30', 31.00, 'Online', 'E', 1, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'B', 8, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'A', 3, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'E', 1, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'A', 6, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'C', 4, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'A', 5, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'E', 5, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'E', 3, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'A', 8, 15, 166),
('2007-7-30', 31.00, 'Botteghino', 'F', 9, 15, 166),
('2010-1-6', 44.00, 'Botteghino', 'F', 9, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'B', 2, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'C', 2, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'E', 5, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'D', 9, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'F', 4, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'F', 8, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'C', 6, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'C', 2, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'B', 1, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'F', 9, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'A', 2, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'E', 5, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'D', 4, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'E', 5, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'B', 8, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'E', 8, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'F', 7, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'A', 1, 6, 167),
('2010-1-6', 44.00, 'Botteghino', 'C', 9, 6, 167),
('2007-11-15', 34.00, 'Botteghino', 'B', 2, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'C', 5, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'E', 7, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'F', 3, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'C', 2, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'F', 8, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'F', 6, 1, 168),
('2007-11-15', 34.00, 'Online', 'F', 6, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'B', 2, 1, 168),
('2007-11-15', 34.00, 'Botteghino', 'C', 7, 1, 168),
