('2019-7-5', 30.00, 'Prenotato', 'B', 7, 14, 1),
('2002-9-10', 41.00, 'Botteghino', 'A', 9, 3, 110),
('2002-9-10', 41.00, 'Online', 'D', 5, 3, 110),
('2002-9-10', 41.00, 'Online', 'C', 9, 3, 110),
('2002-9-10', 41.00, 'Botteghino', 'B', 2, 3, 110),
('2002-9-10', 41.00, 'Botteghino', 'A', 9, 3, 110),
('2002-9-10', 41.00, 'Online', 'B', 9, 3, 110),
('2002-9-10', 41.00, 'Botteghino', 'B', 3, 3, 110),
('2002-9-10', 41.00, 'Botteghino', 'E', 5, 3, 110),
('2002-9-10', 41.00, 'Online', 'D', 3, 3, 110),
('2002-9-10', 41.00, 'Botteghino', 'A', 2, 3, 110),
('2005-10-29', 44.00, 'Prenotato', 'E', 6, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'B', 5, 6, 111),
('2005-10-29', 44.00, 'Botteghino', 'C', 9, 6, 111),
('2005-10-29', 44.00, 'Online', 'C', 6, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'F', 4, 6, 111),
('2005-10-29', 44.00, 'Online', 'D', 6, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'E', 4, 6, 111),
('2005-10-29', 44.00, 'Online', 'E', 8, 6, 111),
('2005-10-29', 44.00, 'Botteghino', 'F', 6, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'E', 1, 6, 111),
('2005-10-29', 44.00, 'Botteghino', 'E', 7, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'D', 7, 6, 111),
('2005-10-29', 44.00, 'Botteghino', 'C', 6, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'E', 7, 6, 111),
('2005-10-29', 44.00, 'Botteghino', 'A', 9, 6, 111),
('2005-10-29', 44.00, 'Botteghino', 'B', 1, 6, 111),
('2005-10-29', 44.00, 'Online', 'F', 7, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'C', 3, 6, 111),
('2005-10-29', 44.00, 'Prenotato', 'B', 3, 6, 111),
('2005-10-29', 44.00, 'Botteghino', 'B', 5, 6, 111),
('2012-4-22', 49.00, 'Prenotato', 'D', 3, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'B', 4, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'C', 8, 13, 112),
('2012-4-22', 49.00, 'Online', 'F', 5, 13, 112),
('2012-4-22', 49.00, 'Prenotato', 'E', 3, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'D', 7, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'E', 9, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'D', 7, 13, 112),
('2012-4-22', 49.00, 'Prenotato', 'F', 2, 13, 112),
('2012-4-22', 49.00, 'Online', 'C', 1, 13, 112),
('2012-4-22', 49.00, 'Prenotato', 'C', 8, 13, 112),
('2012-4-22', 49.00, 'Online', 'C', 6, 13, 112),
('2012-4-22', 49.00, 'Online', 'C', 7, 13, 112),
('2012-4-22', 49.00, 'Prenotato', 'F', 5, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'B', 1, 13, 112),
('2012-4-22', 49.00, 'Online', 'D', 5, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'E', 9, 13, 112),
('2012-4-22', 49.00, 'Botteghino', 'E', 9, 13, 112),
('2012-4-22', 49.00, 'Online', 'F', 2, 13, 112),
('2012-4-22', 49.00, 'Prenotato', 'D', 7, 13, 112),
('2014-3-29', 46.00, 'Online', 'F', 2, 8, 113),
('2014-3-29', 46.00, 'Online', 'B', 7, 8, 113),
('2014-3-29', 46.00, 'Prenotato', 'B', 3, 8, 113),
('2014-3-29', 46.00, 'Prenotato', 'A', 2, 8, 113),
('2014-3-29', 46.00, 'Online', 'F', 2, 8, 113),
('2014-3-29', 46.00, 'Online', 'B', 9, 8, 113),
('2014-3-29', 46.00, 'Prenotato', 'F', 8, 8, 113),
('2014-3-29', 46.00, 'Botteghino', 'D', 3, 8, 113),
('2014-3-29', 46.00, 'Online', 'D', 2, 8, 113),
('2014-3-29', 46.00, 'Botteghino', 'C', 2, 8, 113),
('2014-3-29', 46.00, 'Prenotato', 'E', 1, 8, 113),
('2014-3-29', 46.00, 'Botteghino', 'E', 5, 8, 113),
('2014-3-29', 46.00, 'Prenotato', 'D', 6, 8, 113),
('2014-3-29', 46.00, 'Prenotato', 'D', 4, 8, 113),
('2014-3-29', 46.00, 'Botteghino', 'D', 3, 8, 113),
('2014-3-29', 46.00, 'Online', 'C', 1, 8, 113),
('2014-3-29', 46.00, 'Prenotato', 'D', 4, 8, 113),
('2014-3-29', 46.00, 'Botteghino', 'B', 7, 8, 113),
('2014-3-29', 46.00, 'Online', 'F', 9, 8, 113),
('2014-3-29', 46.00, 'Botteghino', 'B', 9, 8, 113),
('2022-8-26', 41.00, 'Prenotato', 'F', 7, 10, 114),
('2022-8-26', 41.00, 'Botteghino', 'C', 1, 10, 114),
('2022-8-26', 41.00, 'Online', 'B', 8, 10, 114),
('2022-8-26', 41.00, 'Botteghino', 'F', 9, 10, 114),
('2022-8-26', 41.00, 'Botteghino', 'A', 2, 10, 114),
('2022-8-26', 41.00, 'Online', 'F', 9, 10, 114),
('2022-8-26', 41.00, 'Prenotato', 'B', 8, 10, 114),
('2022-8-26', 41.00, 'Prenotato', 'B', 4, 10, 114),
('2022-8-26', 41.00, 'Prenotato', 'A', 6, 10, 114),
('2022-8-26', 41.00, 'Botteghino', 'E', 6, 10, 114),
('2022-8-26', 41.00, 'Online', 'C', 6, 10, 114),
('2022-8-26', 41.00, 'Online', 'C', 8, 10, 114),
('2022-8-26', 41.00, 'Online', 'B', 5, 10, 114),
('2022-8-26', 41.00, 'Online', 'E', 4, 10, 114),
('2022-8-26', 41.00, 'Botteghino', 'B', 8, 10, 114),
('2022-8-26', 41.00, 'Online', 'C', 4, 10, 114),
('2022-8-26', 41.00, 'Online', 'B', 9, 10, 114),
('2022-8-26', 41.00, 'Online', 'D', 5, 10, 114),
('2022-8-26', 41.00, 'Botteghino', 'E', 3, 10, 114),
('2022-8-26', 41.00, 'Prenotato', 'D', 7, 10, 114),
('2007-6-9', 50.00, 'Online', 'C', 6, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'F', 1, 9, 115),
('2007-6-9', 50.00, 'Online', 'D', 8, 9, 115),
('2007-6-9', 50.00, 'Online', 'A', 4, 9, 115),
('2007-6-9', 50.00, 'Prenotato', 'B', 1, 9, 115),
('2007-6-9', 50.00, 'Prenotato', 'D', 5, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'A', 3, 9, 115),
('2007-6-9', 50.00, 'Prenotato', 'C', 4, 9, 115),
('2007-6-9', 50.00, 'Prenotato', 'B', 4, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'E', 5, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'D', 3, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'C', 8, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'C', 3, 9, 115),
('2007-6-9', 50.00, 'Prenotato', 'B', 4, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'E', 6, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'D', 1, 9, 115),
('2007-6-9', 50.00, 'Botteghino', 'C', 4, 9, 115),
('2007-6-9', 50.00, 'Prenotato', 'A', 9, 9, 115),
('2007-6-9', 50.00, 'Online', 'C', 7, 9, 115),
('2007-6-9', 50.00, 'Online', 'B', 3, 9, 115),
('2006-4-16', 47.00, 'Botteghino', 'A', 8, 3, 116),
('2006-4-16', 47.00, 'Botteghino', 'C', 3, 3, 116),
('2006-4-16', 47.00, 'Prenotato', 'A', 3, 3, 116),
('2006-4-16', 47.00, 'Prenotato', 'F', 1, 3, 116),
('2006-4-16', 47.00, 'Botteghino', 'F', 1, 3, 116),
('2006-4-16', 47.00, 'Online', 'A', 5, 3, 116),
('2006-4-16', 47.00, 'Botteghino', 'A', 8, 3, 116),
('2006-4-16', 47.00, 'Online', 'E', 8, 3, 116),
('2006-4-16', 47.00, 'Botteghino', 'B', 4, 3, 116),
('2006-4-16', 47.00, 'Botteghino', 'A', 3, 3, 116),
('2006-4-16', 47.00, 'Botteghino', 'C', 5, 3, 116),
('2006-4-16', 47.00, 'Online', 'A', 7, 3, 116),
('2006-4-16', 47.00, 'Online', 'B', 3, 3, 116),
('2006-4-16', 47.00, 'Prenotato', 'B', 1, 3, 116),
('2006-4-16', 47.00, 'Prenotato', 'F', 8, 3, 116),
('2006-4-16', 47.00, 'Prenotato', 'C', 8, 3, 116),
('2006-4-16', 47.00, 'Online', 'B', 2, 3, 116),
('2006-4-16', 47.00, 'Botteghino', 'E', 1, 3, 116),
('2006-4-16', 47.00, 'Online', 'B', 9, 3, 116),
('2006-4-16', 47.00, 'Prenotato', 'B', 8, 3, 116),
('2022-10-17', 44.00, 'Botteghino', 'B', 3, 4, 117),
('2022-10-17', 44.00, 'Online', 'A', 8, 4, 117),
('2022-10-17', 44.00, 'Prenotato', 'A', 1, 4, 117),
('2022-10-17', 44.00, 'Prenotato', 'D', 1, 4, 117),
('2022-10-17', 44.00, 'Botteghino', 'F', 5, 4, 117),
('2022-10-17', 44.00, 'Online', 'F', 3, 4, 117),
('2022-10-17', 44.00, 'Botteghino', 'B', 5, 4, 117),
('2022-10-17', 44.00, 'Botteghino', 'F', 6, 4, 117),
('2022-10-17', 44.00, 'Botteghino', 'D', 1, 4, 117),
('2022-10-17', 44.00, 'Botteghino', 'E', 3, 4, 117),
('2022-10-17', 44.00, 'Prenotato', 'C', 8, 4, 117),
('2022-10-17', 44.00, 'Botteghino', 'C', 5, 4, 117),
('2022-10-17', 44.00, 'Online', 'A', 9, 4, 117),
('2022-10-17', 44.00, 'Online', 'B', 6, 4, 117),
('2022-10-17', 44.00, 'Prenotato', 'C', 7, 4, 117),
('2022-10-17', 44.00, 'Prenotato', 'A', 3, 4, 117),
('2022-10-17', 44.00, 'Online', 'A', 2, 4, 117),
('2022-10-17', 44.00, 'Online', 'F', 6, 4, 117),
('2022-10-17', 44.00, 'Online', 'F', 5, 4, 117),
('2022-10-17', 44.00, 'Online', 'E', 6, 4, 117),
('2003-4-12', 36.00, 'Online', 'A', 4, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'A', 7, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'A', 4, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'A', 8, 10, 118),
('2003-4-12', 36.00, 'Prenotato', 'B', 5, 10, 118),
('2003-4-12', 36.00, 'Prenotato', 'B', 1, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'D', 9, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'D', 3, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'D', 8, 10, 118),
('2003-4-12', 36.00, 'Online', 'F', 9, 10, 118),
('2003-4-12', 36.00, 'Online', 'A', 4, 10, 118),
('2003-4-12', 36.00, 'Online', 'B', 6, 10, 118),
('2003-4-12', 36.00, 'Prenotato', 'D', 7, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'E', 3, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'C', 4, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'A', 3, 10, 118),
('2003-4-12', 36.00, 'Botteghino', 'B', 4, 10, 118),
('2003-4-12', 36.00, 'Prenotato', 'E', 9, 10, 118),
('2003-4-12', 36.00, 'Online', 'E', 9, 10, 118),
('2003-4-12', 36.00, 'Online', 'A', 8, 10, 118),
('2008-11-22', 49.00, 'Online', 'D', 7, 11, 119),
('2008-11-22', 49.00, 'Prenotato', 'C', 1, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'D', 9, 11, 119),
('2008-11-22', 49.00, 'Prenotato', 'A', 2, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'F', 8, 11, 119),
('2008-11-22', 49.00, 'Online', 'A', 1, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'B', 9, 11, 119),
('2008-11-22', 49.00, 'Prenotato', 'F', 4, 11, 119),
('2008-11-22', 49.00, 'Prenotato', 'F', 6, 11, 119),
('2008-11-22', 49.00, 'Online', 'B', 9, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'D', 9, 11, 119),
('2008-11-22', 49.00, 'Online', 'A', 3, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'E', 1, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'F', 9, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'F', 9, 11, 119),
('2008-11-22', 49.00, 'Prenotato', 'E', 8, 11, 119),
('2008-11-22', 49.00, 'Prenotato', 'C', 3, 11, 119),
('2008-11-22', 49.00, 'Online', 'D', 5, 11, 119),
('2008-11-22', 49.00, 'Prenotato', 'A', 7, 11, 119),
('2008-11-22', 49.00, 'Botteghino', 'C', 9, 11, 119),
('2013-3-8', 39.00, 'Online', 'B', 5, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'C', 4, 14, 120),
('2013-3-8', 39.00, 'Online', 'C', 9, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'F', 2, 14, 120),
('2013-3-8', 39.00, 'Online', 'F', 9, 14, 120),
('2013-3-8', 39.00, 'Online', 'A', 3, 14, 120),
('2013-3-8', 39.00, 'Online', 'F', 4, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'B', 3, 14, 120),
('2013-3-8', 39.00, 'Online', 'E', 5, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'E', 9, 14, 120),
('2013-3-8', 39.00, 'Online', 'C', 6, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'E', 1, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'C', 8, 14, 120),
('2013-3-8', 39.00, 'Online', 'F', 3, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'C', 5, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'A', 6, 14, 120),
('2013-3-8', 39.00, 'Online', 'C', 8, 14, 120),
('2013-3-8', 39.00, 'Online', 'B', 3, 14, 120),
('2013-3-8', 39.00, 'Online', 'F', 9, 14, 120),
('2013-3-8', 39.00, 'Prenotato', 'C', 2, 14, 120),
('2018-11-4', 45.00, 'Botteghino', 'E', 9, 14, 121),
('2018-11-4', 45.00, 'Online', 'F', 5, 14, 121),
('2018-11-4', 45.00, 'Online', 'D', 1, 14, 121),
('2018-11-4', 45.00, 'Prenotato', 'B', 9, 14, 121),
('2018-11-4', 45.00, 'Botteghino', 'E', 7, 14, 121),
('2018-11-4', 45.00, 'Botteghino', 'C', 6, 14, 121),
('2018-11-4', 45.00, 'Prenotato', 'B', 6, 14, 121),
('2018-11-4', 45.00, 'Prenotato', 'D', 5, 14, 121),
('2018-11-4', 45.00, 'Online', 'F', 6, 14, 121),
('2018-11-4', 45.00, 'Online', 'F', 3, 14, 121),
('2018-11-4', 45.00, 'Botteghino', 'E', 7, 14, 121),
('2018-11-4', 45.00, 'Botteghino', 'F', 6, 14, 121),
('2018-11-4', 45.00, 'Online', 'F', 7, 14, 121),
('2018-11-4', 45.00, 'Prenotato', 'E', 9, 14, 121),
('2018-11-4', 45.00, 'Prenotato', 'E', 4, 14, 121),
('2018-11-4', 45.00, 'Botteghino', 'D', 9, 14, 121),
('2018-11-4', 45.00, 'Botteghino', 'F', 9, 14, 121),
('2018-11-4', 45.00, 'Prenotato', 'F', 9, 14, 121),
('2018-11-4', 45.00, 'Botteghino', 'C', 9, 14, 121),
('2018-11-4', 45.00, 'Prenotato', 'E', 7, 14, 121),
('2011-2-14', 45.00, 'Botteghino', 'B', 2, 11, 122),
('2011-2-14', 45.00, 'Prenotato', 'D', 3, 11, 122),
('2011-2-14', 45.00, 'Prenotato', 'A', 5, 11, 122),
('2011-2-14', 45.00, 'Botteghino', 'D', 4, 11, 122),
('2011-2-14', 45.00, 'Prenotato', 'F', 1, 11, 122),
('2011-2-14', 45.00, 'Prenotato', 'F', 2, 11, 122),
('2011-2-14', 45.00, 'Online', 'A', 1, 11, 122),
('2011-2-14', 45.00, 'Prenotato', 'F', 8, 11, 122),
('2011-2-14', 45.00, 'Botteghino', 'B', 7, 11, 122),
('2011-2-14', 45.00, 'Prenotato', 'A', 2, 11, 122),
('2011-2-14', 45.00, 'Online', 'C', 9, 11, 122),
('2011-2-14', 45.00, 'Botteghino', 'F', 9, 11, 122),
('2011-2-14', 45.00, 'Online', 'C', 9, 11, 122),
('2011-2-14', 45.00, 'Botteghino', 'C', 9, 11, 122),
('2011-2-14', 45.00, 'Botteghino', 'B', 4, 11, 122),
('2011-2-14', 45.00, 'Botteghino', 'F', 7, 11, 122),
('2011-2-14', 45.00, 'Prenotato', 'E', 6, 11, 122),
('2011-2-14', 45.00, 'Online', 'E', 9, 11, 122),
('2011-2-14', 45.00, 'Botteghino', 'A', 4, 11, 122),
('2011-2-14', 45.00, 'Online', 'B', 1, 11, 122),
('2013-1-3', 37.00, 'Prenotato', 'D', 1, 6, 123),
('2013-1-3', 37.00, 'Prenotato', 'E', 4, 6, 123),
('2013-1-3', 37.00, 'Prenotato', 'F', 2, 6, 123),
('2013-1-3', 37.00, 'Online', 'A', 5, 6, 123),
('2013-1-3', 37.00, 'Botteghino', 'F', 7, 6, 123),
('2013-1-3', 37.00, 'Online', 'E', 5, 6, 123),
('2013-1-3', 37.00, 'Prenotato', 'A', 4, 6, 123),
('2013-1-3', 37.00, 'Botteghino', 'A', 4, 6, 123),
('2013-1-3', 37.00, 'Online', 'F', 2, 6, 123),
('2013-1-3', 37.00, 'Botteghino', 'C', 5, 6, 123),
('2013-1-3', 37.00, 'Botteghino', 'C', 6, 6, 123),
('2013-1-3', 37.00, 'Online', 'A', 3, 6, 123),
('2013-1-3', 37.00, 'Prenotato', 'D', 8, 6, 123),
('2013-1-3', 37.00, 'Prenotato', 'C', 8, 6, 123),
('2013-1-3', 37.00, 'Botteghino', 'C', 7, 6, 123),
('2013-1-3', 37.00, 'Online', 'F', 8, 6, 123),
('2013-1-3', 37.00, 'Botteghino', 'C', 6, 6, 123),
('2013-1-3', 37.00, 'Prenotato', 'B', 1, 6, 123),
('2013-1-3', 37.00, 'Online', 'C', 4, 6, 123),
('2013-1-3', 37.00, 'Botteghino', 'C', 2, 6, 123),
('2015-10-24', 32.00, 'Botteghino', 'A', 7, 14, 124),
('2015-10-24', 32.00, 'Botteghino', 'A', 3, 14, 124),
('2015-10-24', 32.00, 'Botteghino', 'F', 3, 14, 124),
('2015-10-24', 32.00, 'Online', 'C', 9, 14, 124),
('2015-10-24', 32.00, 'Botteghino', 'D', 8, 14, 124),
('2015-10-24', 32.00, 'Online', 'A', 1, 14, 124),
('2015-10-24', 32.00, 'Botteghino', 'C', 3, 14, 124),
('2015-10-24', 32.00, 'Botteghino', 'E', 9, 14, 124),
('2015-10-24', 32.00, 'Online', 'C', 8, 14, 124),
('2015-10-24', 32.00, 'Prenotato', 'B', 5, 14, 124),
('2015-10-24', 32.00, 'Prenotato', 'F', 5, 14, 124),
('2015-10-24', 32.00, 'Botteghino', 'B', 2, 14, 124),
('2015-10-24', 32.00, 'Prenotato', 'B', 9, 14, 124),
('2015-10-24', 32.00, 'Botteghino', 'E', 4, 14, 124),
('2015-10-24', 32.00, 'Online', 'C', 5, 14, 124),
('2015-10-24', 32.00, 'Prenotato', 'A', 9, 14, 124),
('2015-10-24', 32.00, 'Prenotato', 'B', 7, 14, 124),
('2015-10-24', 32.00, 'Prenotato', 'F', 5, 14, 124),
('2015-10-24', 32.00, 'Online', 'A', 4, 14, 124),
('2015-10-24', 32.00, 'Online', 'D', 6, 14, 124),
('2005-1-22', 42.00, 'Online', 'B', 4, 15, 125),
('2005-1-22', 42.00, 'Online', 'F', 3, 15, 125),
('2005-1-22', 42.00, 'Botteghino', 'A', 1, 15, 125),
('2005-1-22', 42.00, 'Online', 'F', 5, 15, 125),
('2005-1-22', 42.00, 'Prenotato', 'E', 5, 15, 125),
('2005-1-22', 42.00, 'Online', 'C', 8, 15, 125),
('2005-1-22', 42.00, 'Prenotato', 'C', 5, 15, 125),
('2005-1-22', 42.00, 'Prenotato', 'A', 5, 15, 125),
('2005-1-22', 42.00, 'Prenotato', 'F', 2, 15, 125),
('2005-1-22', 42.00, 'Prenotato', 'C', 1, 15, 125),
('2005-1-22', 42.00, 'Online', 'B', 9, 15, 125),
('2005-1-22', 42.00, 'Botteghino', 'A', 2, 15, 125),
('2005-1-22', 42.00, 'Botteghino', 'C', 6, 15, 125),
('2005-1-22', 42.00, 'Online', 'A', 3, 15, 125),
('2005-1-22', 42.00, 'Online', 'D', 1, 15, 125),
('2005-1-22', 42.00, 'Online', 'B', 2, 15, 125),
('2005-1-22', 42.00, 'Online', 'E', 7, 15, 125),
('2005-1-22', 42.00, 'Online', 'F', 9, 15, 125),
('2005-1-22', 42.00, 'Botteghino', 'E', 5, 15, 125),
('2005-1-22', 42.00, 'Online', 'E', 5, 15, 125),
('2005-9-28', 41.00, 'Botteghino', 'E', 7, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'B', 6, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'A', 4, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'F', 8, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'B', 5, 7, 126),
('2005-9-28', 41.00, 'Botteghino', 'B', 1, 7, 126),
('2005-9-28', 41.00, 'Online', 'B', 1, 7, 126),
('2005-9-28', 41.00, 'Botteghino', 'B', 6, 7, 126),
('2005-9-28', 41.00, 'Online', 'A', 8, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'B', 6, 7, 126),
('2005-9-28', 41.00, 'Online', 'A', 6, 7, 126),
('2005-9-28', 41.00, 'Online', 'E', 7, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'D', 5, 7, 126),
('2005-9-28', 41.00, 'Botteghino', 'A', 4, 7, 126),
('2005-9-28', 41.00, 'Online', 'D', 6, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'D', 5, 7, 126),
('2005-9-28', 41.00, 'Online', 'D', 3, 7, 126),
('2005-9-28', 41.00, 'Prenotato', 'A', 6, 7, 126),
('2005-9-28', 41.00, 'Botteghino', 'C', 4, 7, 126),
('2005-9-28', 41.00, 'Botteghino', 'B', 2, 7, 126),
('2018-11-22', 32.00, 'Online', 'D', 4, 7, 127),
('2018-11-22', 32.00, 'Online', 'E', 3, 7, 127),
('2018-11-22', 32.00, 'Prenotato', 'D', 4, 7, 127),
('2018-11-22', 32.00, 'Online', 'E', 8, 7, 127),
('2018-11-22', 32.00, 'Prenotato', 'F', 3, 7, 127),
('2018-11-22', 32.00, 'Online', 'B', 7, 7, 127),
('2018-11-22', 32.00, 'Botteghino', 'D', 3, 7, 127),
('2018-11-22', 32.00, 'Botteghino', 'E', 3, 7, 127),
('2018-11-22', 32.00, 'Online', 'B', 7, 7, 127),
('2018-11-22', 32.00, 'Prenotato', 'A', 6, 7, 127),
('2018-11-22', 32.00, 'Prenotato', 'D', 9, 7, 127),
('2018-11-22', 32.00, 'Prenotato', 'F', 3, 7, 127),
('2018-11-22', 32.00, 'Online', 'E', 8, 7, 127),
('2018-11-22', 32.00, 'Online', 'F', 9, 7, 127),
('2018-11-22', 32.00, 'Online', 'D', 1, 7, 127),
('2018-11-22', 32.00, 'Prenotato', 'C', 4, 7, 127),
('2018-11-22', 32.00, 'Online', 'B', 5, 7, 127),
('2018-11-22', 32.00, 'Online', 'E', 7, 7, 127),
('2018-11-22', 32.00, 'Prenotato', 'C', 3, 7, 127),
('2018-11-22', 32.00, 'Botteghino', 'C', 3, 7, 127),
('2006-5-20', 49.00, 'Botteghino', 'A', 6, 15, 128),
('2006-5-20', 49.00, 'Online', 'F', 5, 15, 128),
('2006-5-20', 49.00, 'Botteghino', 'D', 9, 15, 128),
('2006-5-20', 49.00, 'Prenotato', 'C', 2, 15, 128),
('2006-5-20', 49.00, 'Botteghino', 'F', 4, 15, 128),
('2006-5-20', 49.00, 'Online', 'C', 3, 15, 128),
('2006-5-20', 49.00, 'Online', 'C', 3, 15, 128),
('2006-5-20', 49.00, 'Botteghino', 'C', 8, 15, 128),
('2006-5-20', 49.00, 'Prenotato', 'F', 3, 15, 128),
('2006-5-20', 49.00, 'Online', 'E', 5, 15, 128),
('2006-5-20', 49.00, 'Botteghino', 'F', 2, 15, 128),
('2006-5-20', 49.00, 'Prenotato', 'B', 7, 15, 128),
('2006-5-20', 49.00, 'Online', 'C', 8, 15, 128),
('2006-5-20', 49.00, 'Online', 'E', 7, 15, 128),
('2006-5-20', 49.00, 'Botteghino', 'F', 6, 15, 128),
('2006-5-20', 49.00, 'Botteghino', 'F', 1, 15, 128),
('2006-5-20', 49.00, 'Botteghino', 'A', 7, 15, 128),
('2006-5-20', 49.00, 'Online', 'A', 9, 15, 128),
('2006-5-20', 49.00, 'Prenotato', 'E', 1, 15, 128),
('2006-5-20', 49.00, 'Online', 'F', 5, 15, 128),
('2017-6-22', 43.00, 'Online', 'A', 8, 3, 129),
('2017-6-22', 43.00, 'Online', 'A', 4, 3, 129),
('2017-6-22', 43.00, 'Botteghino', 'A', 7, 3, 129),
('2017-6-22', 43.00, 'Botteghino', 'D', 2, 3, 129),
('2017-6-22', 43.00, 'Prenotato', 'A', 5, 3, 129),
('2017-6-22', 43.00, 'Online', 'A', 1, 3, 129),
('2017-6-22', 43.00, 'Online', 'E', 1, 3, 129),
('2017-6-22', 43.00, 'Online', 'A', 4, 3, 129),
('2017-6-22', 43.00, 'Online', 'E', 8, 3, 129),
('2017-6-22', 43.00, 'Online', 'F', 8, 3, 129),
('2017-6-22', 43.00, 'Botteghino', 'A', 5, 3, 129),
('2017-6-22', 43.00, 'Botteghino', 'D', 5, 3, 129),
('2017-6-22', 43.00, 'Online', 'A', 5, 3, 129),
('2017-6-22', 43.00, 'Botteghino', 'D', 2, 3, 129),
('2017-6-22', 43.00, 'Online', 'A', 8, 3, 129),
('2017-6-22', 43.00, 'Botteghino', 'E', 5, 3, 129),
('2017-6-22', 43.00, 'Prenotato', 'C', 6, 3, 129),
('2017-6-22', 43.00, 'Online', 'A', 9, 3, 129),
('2017-6-22', 43.00, 'Botteghino', 'E', 8, 3, 129),
('2017-6-22', 43.00, 'Online', 'E', 3, 3, 129),
('2005-9-6', 41.00, 'Botteghino', 'E', 6, 1, 130),
('2005-9-6', 41.00, 'Prenotato', 'C', 4, 1, 130),
('2005-9-6', 41.00, 'Online', 'F', 1, 1, 130),
('2005-9-6', 41.00, 'Online', 'C', 8, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'A', 8, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'B', 5, 1, 130),
('2005-9-6', 41.00, 'Prenotato', 'F', 3, 1, 130),
('2005-9-6', 41.00, 'Online', 'F', 6, 1, 130),
('2005-9-6', 41.00, 'Prenotato', 'E', 6, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'A', 5, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'C', 7, 1, 130),
('2005-9-6', 41.00, 'Prenotato', 'A', 8, 1, 130),
('2005-9-6', 41.00, 'Prenotato', 'A', 8, 1, 130),
('2005-9-6', 41.00, 'Prenotato', 'B', 5, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'D', 7, 1, 130),
('2005-9-6', 41.00, 'Prenotato', 'F', 4, 1, 130),
('2005-9-6', 41.00, 'Online', 'B', 2, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'F', 5, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'A', 5, 1, 130),
('2005-9-6', 41.00, 'Botteghino', 'E', 8, 1, 130),
('2014-12-5', 45.00, 'Online', 'F', 2, 4, 131),
